Stadium,Biographie,url de l'image,Capacity,Country
Stade_de_Tanger,"Le stade Ibn-Batouta (en arabe : ملعب ابن بطوطة) est un stade de football et d'athlétisme situé au sud-ouest de la ville de Tanger, au nord du Maroc.
Il porte le nom d'Ibn Batouta. Il a une capacité de 45 000 places.
Le stade a coûté 844 millions de dirhams, soit 80 millions d'euros. Le stade est loué par le club IR Tanger et soutenue par l’État.
Le stade Ibn Batouta offre une capacité de 45 000 places assises (dont 7 150 places pour la presse et 500 places VIP) avec une possibilité d'extension au niveau des deux tribunes nord et sud.
Localisé à 10 km du centre-ville, le stade est desservi par l'aéroport de Tanger (à 4 km) et la gare de Tanger-Ville (à 10 km). L'accès est assuré par 17 portes et une entrée principale. Le stade renferme un centre média de 600 m2, une infirmerie et un parking pouvant accueillir 7 500 voitures. C'est l'un des plus grands stades du Maroc.
Le stade de Tanger a été inauguré le 26 avril 2011, lors d'un tournoi qui a vu la participation de trois équipes: de l'Atlético de Madrid, du Raja de Casablanca et d'Ittihad de Tanger.
Loge VIP du stade Ibn Batouta de Tanger

",Inconnue,45000,Morocco
Stade_du_18-Novembre,"Le stade du 18-Novembre (en arabe : ملعب 18 نوفمبر) est un stade de football situé à Khémisset (Maroc). En 2016, il a une capacité de 10 000 places.
Il accueille les rencontres à domicile de l'Ittihad Khémisset.
Il devait être doté d'une pelouse synthétique en 2013.
Un projet est en cours pour l'agrandissement de la capacité du stade à 20 000 places, par la construction de tribunes latérales[réf. nécessaire].
",Inconnue,10000,Morocco
Stade_El_Abdi,"Le Stade Ben M’Hamed El Abdi (en arabe : ملعب بن محمد العبدي), plus couramment abrégé en stade El Abdi (en arabe : ملعب العبدي), est un stade de football situé dans la ville d'El Jadida au Maroc. C'est l'enceinte du Difaâ d'El Jadida.

",Inconnue,10000,Morocco
Stade_El_Massira,"Le stade El Massira El Khadra (en arabe : ملعب المسيرة الخضراء) est un stade situé à Safi au Maroc et est le stade officiel de Olympique de Safi[1].
Il accueille les rencontres à domicile de l'équipe. Il a une capacité de 20 000 places. Il a été doté d'une pelouse synthétique en 2011.
Le stade a été construit par les autorités françaises, au temps du protectorat français au Maroc. Son nom ""Al Massira"" signifie ""la marche"" et fait référence à la Marche verte.

",Inconnue,15000,Morocco
Stade_Hassan_II,"Le stade Hassan-II (en arabe : ملعب الحسن الثاني) est situé au centre ville de Fès.
Il possède aujourd'hui une capacité de 10 000 places. Le stade est équipé de gazon artificiel. Il accueille le club local de la ville: le Wydad de Fès.

",Inconnue,10000,Morocco
Stade_Mimoun_Al_Arsi,"Le stade Mimoun Al Arsi (en arabe : ملعب ميمون العرصي), également connu sous le nom de Chipula (en arabe : تشيبولا), est un stade de football situé à Al Hoceima, Maroc.
Il accueille les rencontres du Chabab Rif Al hoceimi et Raja Al Hoceima.
Après des travaux de rénovation, il dispose d'une capacité de 12 500 places[1].
Le stade a connu des travaux de rénovation durant la saison 2018-2019.

",Inconnue,12500,Morocco
Stade_Mohamed_V,"Le Stade Mohammed-V (arabe : ملعب محمد الخامس), appelé couramment « Stade d'honneur » par les Casablancais et anciennement, en 1955, porta le nom du célèbre champion du monde de boxe Marcel-Cerdan, fait partie d'un grand complexe sportif situé au centre-ville de Casablanca, dans l'arrondissement de Maârif. Depuis les rénovations de 2016, le stade a vu sa capacité diminuer à 45 891 places assises[1].
Le stade est inauguré le 6 mars 1955 sous le nom de Stade Marcel-Cerdan, avant d'être renommé un an plus tard en Stade d'honneur. Il reçoit son nom actuel après les rénovations de 1983 à l'occasion des Jeux méditerranéens organisés à Casablanca, en l'honneur de Mohammed V, sultan de l'Empire chérifien de 1927 à 1957 et roi du Maroc de 1957 à 1961.
Accueillant souvent les matches de l'équipe nationale marocaine de football, le Stade Mohammed-V est également connu pour être le fief des deux plus grands clubs de football du pays, le Wydad AC et le Raja de Casablanca.
Surnommé « le temple du football casablancais », il fut le théâtre d'événements importants dans l’histoire du ballon rond en Afrique.
À la suite des rénovations apportées au complexe, la capacité du stade a été réduite à 45 891 places assises grâce notamment à la fixation des sièges sur les tribunes nord et sud. Les sièges de couleur jaune, bleu et gris signifient que le stade appartient à l'ensemble des Casablancais.
Inauguré le 6 mars 1955, sous le nom de stade Marcel-Cerdan, en référence au célèbre boxeur français[2], avec une capacité de 30 000 places. Un an après l'indépendance du Maroc, il prend le nom de Stade d'honneur.
En 1981, en vue d'accueillir les Jeux méditerranéens de 1983, le stade est fermé pour une grande rénovation ; augmentation de sa capacité, installation du panneau électronique, et construction d'une salle couverte omnisports et d'une piscine olympique couverte à côté du stade. Sous le nom Stade Mohammed-V, il rouvre officiellement ses portes le 21 août 1983 en présence du roi Hassan II, à l'occasion de la finale de la Coupe du trône 1982-1983 entre le Raja Club Athletic et l'Olympique de Casablanca, qui voit ce dernier remporter le titre aux tirs au but après un score nul d'un but partout[3],[4].
En 2000, le stade subit une nouvelle rénovation en vue de la candidature du Maroc à l'organisation de la Coupe du monde de football 2006, des sièges de couleurs verte et rouge sont installés sur les tribunes latérales limitant sa capacité à 60 000 places environ, sans compter les virages nord (Curva Nord) et sud (Curva Sud) qui ne disposent d'aucun siège.
Le Stade Mohamed-V se situe en plein centre-ville de Casablanca, à 25 km de l'aéroport internatinal Mohammed-V, et à 5 km de la gare ferroviaire Casa-Voyageurs. Aujourd'hui, Le complexe compte désormais en plus du stade, une salle omnisports de 15 000 places, un hôtel, une piscine olympique couverte, un centre média de 650 m2, une salle de conférence, une salle de réunion, un centre de soins et un centre de lutte anti-dopage[5].
Le Stade Mohammed-V se trouve en plein centre ville de Casablanca, à 25 km de l'aéroport international de Casablanca, et à 5 km de la gare ferroviaire Casa-Voyageurs, il dispose par ailleurs d'un parking d'une capacité de mille places de stationnement.
Lors de la saison 2006-2007, le stade est fermé et a rouvert en avril 2007, doté d'une pelouse semi-artificielle.
En plus des matches de Derby de Casablanca qui restent des matches mémorables avec de fortes affluences, le stade a accueilli d'autres grandes rencontres internationales.
1er mai 1974 :  Wydad AC -  FC Barcelone : 1 - 3
28 juillet 1985 :  Maroc -   Égypte : 2 - 0
3 décembre 1989 :   Raja CA -  MC Oran : 1 - 0
29 novembre 1992 :  Wydad AC -  Al Hilal Khartoum : 2 - 0
10 octobre 1993 :  Maroc -  Zambie : 1 - 0
7 juin 1997 :  Maroc -  Ghana : 1 - 0
14 décembre 1997 :  Raja CA -  Ashanti Gold SC : 1 - 0  (Tirs au but : 5-4)
30 novembre 2002 :  Raja CA -  Zamalek SC : 0 - 0
28 avril 2004 :   Maroc -  Argentine : 0 - 1
6 mai 2006 :  Raja CA -  ENPPI Club : 1 - 0
6 novembre 2011 :   Wydad AC  -  ES Tunis : 0 - 0
4 novembre 2017 :  Wydad AC -  Al Ahly SC : 1 - 0 
25 novembre 2018 :  Raja CA -  AS Vita Club : 3 - 0
18 février 1996 : Raja de Casablanca - Wydad AC : 5 - 1
19 juin 2005 : Raja de Casablanca - FAR de Rabat : 0 - 2
24 mai 2006 : Raja de Casablanca - Wydad AC : 1 - 1
15 mai 2010 : Wydad AC - FUS de Rabat : 1 - 0
21 mai 2011 : Raja de Casablanca - Olympique de Khouribga : 2 - 1
25 mai 2013 : Raja de Casablanca - Difaâ d'El Jadida : 2 - 1
18 mai 2014 : Raja de Casablanca - MA Tétouan : 5 - 0

",//upload.wikimedia.org/wikipedia/commons/thumb/7/70/Stade_Mohamed_V%2C_Casablanca.jpg/260px-Stade_Mohamed_V%2C_Casablanca.jpg,67000,Morocco
Stade_Municipal_de_Kénitra,"Le stade municipal de Kénitra (en arabe : الملعب البلدي بالقنيطرة) est un stade de football situé dans la ville de  Kénitra au Maroc. C'est l'enceinte du KAC de Kénitra ainsi que de la Renaissance de Kénitra. Il est également situé près du Tennis Club de Kénitra (TCK).
Inauguré en 1941, le stade Municipal de Kénitra peut accueillir jusqu'à 15 000 spectateurs en places assises. En plus des matches du KAC et de la RSK, plusieurs matches de l'équipe nationale du Maroc s'y sont déroulés.
En juillet 2008 est installée une pelouse artificielle homologuée par la FIFA dans le cadre du projet ""Gagner en Afrique pour l'Afrique"".
Le stade se trouve à proximité de l'autoroute A5 (sortie Kénitra Centre). Il est par ailleurs desservi par plusieurs lignes de bus dont les lignes 2 et 13.
Devenu trop étroit pour accueillir les fans du KAC, un projet d'agrandissement du stade est prévu, avec notamment la construction de tribunes latérales qui porterait la capacité du stade à 30 000-40 000 places.
La pelouse passe du synthétique au gazon en 2016.
",//upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Stade_Muncipal_%28Kenitra%29.jpg/260px-Stade_Muncipal_%28Kenitra%29.jpg,15000,Morocco
Stade_Saniat_Rmel,"Le stade Mohamed Abarhoun (en arabe : ملعب محمد أبرهون), anciennement connu sous le nom de Stade Saniat-Rmel (en arabe : ملعب سانية الرمل), est un stade de football situé à Tétouan, Maroc, et ayant une capacité de 15 000 places.
Le stade est construit en 1913 par l'ingénieur Marquez de Varela. Il est doté d'une pelouse synthétique depuis 2007[1].
Le stade a subi des travaux de rénovations en 2017. Il rouvre en janvier 2018 pour abriter à nouveau les matchs du club local, le MA Tétouan [2].
Il a été baptisé: Stade Mohamed Abarhoun en hommage à ce dernier à la suite de son décès en 2020.

",Inconnue,10000,Morocco
Estádio_do_Zimpeto,"Le Stade national (en portugais, Estádio National, également connu comme stade du Zimpeto) est un stade de football et d'athlétisme, inauguré le 23 avril 2011 à Maputo au Mozambique, dans le quartier du Zimpeto.
Sa construction a coûté 65 millions de dollars américains, essentiellement financés par le gouvernement chinois. 
Il peut accueillir jusqu'à 42 000 spectateurs et a été un des sièges principaux des Xe Jeux africains de 2011. Les 4es Jeux de la Lusophonie y seront organisés en 2017.

",Inconnue,42000,Mozambique
Abe_Lenstra_Stadion,"Le Abe Lenstra Stadion est un stade de football situé à Heerenveen aux Pays-Bas. Érigé pour le club local du SC Heerenveen, il est inauguré le 20 août 1994.
L’enceinte peut accueillir 26 800 spectateurs mais pour la candidature conjointe de la Belgique et des Pays-Bas pour l'organisation de la coupe du monde 2018, la capacité doit être portée à 44 000 personnes. À la suite de l'annonce par la FIFA que cette coupe du monde aura lieu en Russie, le club déclare que l'extension est reportée. Le stade porte le nom de Abe Lenstra, le plus grand joueur de l'histoire du SC Heerenveen.
 Cliquez sur une vignette pour l’agrandir.

",Inconnue,26400,Netherlands
AFAS_Stadion,"Le AFAS Stadion est un stade de football situé à Alkmaar, aux Pays-Bas. 
Construite en 2006 pour remplacer le vétuste Alkmaarderhout (en), l'enceinte accueille principalement les matches de l'AZ Alkmaar. Sa capacité initiale est de 19 500 places, mais le stade est construit de façon à pouvoir être agrandi facilement.
Baptisé initialement DSB Stadium, en référence à la DSB Bank (en), sponsor principal du club à l'époque, le stade est débaptisé à la suite de la faillite de l'entreprise. En 2010, il prend le nom de AFAS Stadion, en référence au nouveau sponsor principal, AFAS ERP Software[1].

",Inconnue,17250,Netherlands
De_Adelaarshorst,"De Adelaarshorst est un stade de football situé à Deventer aux Pays-Bas.
Le Go Ahead Eagles en est le club propriétaire et résident. L'affluence record est de 25 000 spectateurs le 29 septembre 1965, à l'occasion du premier tour aller de la Coupe d'Europe des vainqueurs de coupe de football 1965-1966 contre le Celtic Football Club[1].
Après le titre de champion des Pays-Bas de 1917, la direction du club décide de chercher un terrain pour y construire son propre stade. Jusqu'alors, le club avait joué juste après sa création sur les terrains d'UD[1], un autre club de Deventer, et à partir de 1905 dans la ville voisine de Diepenveen[1], au De Halve Maan[2]. La décision de la construction d'une première tribune couverte est prise après le titre de 1922, pour une mise en service en 1924[1]. Dans les années 1930, une nouvelle tribune principale est construite suivant les plans de l'architecte Van Harte[1]. Lors du passage vers le football professionnel dans les années 1950, trois tribunes sont couvertes[1]. Le stade subit d'importantes rénovations en 2015 : l'ancienne tribune présidentielle ainsi que la tribune Leo Halle sont entièrement reconstruites, ce qui permet d'augmenter la capacité du stade à 10 000 places.

",//upload.wikimedia.org/wikipedia/commons/thumb/3/31/Adelaarshorst-uitvak.jpg/260px-Adelaarshorst-uitvak.jpg,10400,Netherlands
